,text,labels
5816,[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2],0.0
5950,[C][N][C][=Branch1][C][=O][O][N][=C][Branch1][Ring1][S][C][C][=Branch1][C][=O][N][Branch1][C][C][C],1.0
4701,[C][N][Branch2][Ring1][=Branch1][C][C][=C][N][=C][N][=C][Branch1][C][N][N][=C][Branch1][C][N][C][Ring1][Branch2][=N][Ring1][N][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][C],0.0
2308,[O][=C][O][AlH3][Branch1][Ring2][O][C][=O][O][C][=O],0.0
1830,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][C][Branch1][C][C][C],0.0
7480,[C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1],0.0
1803,[O][=C][C][Branch1][C][O][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring2][Ring1][Branch1][Ring1][Branch2],1.0
3877,[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@@][Ring1][S][Ring2][Ring1][Ring2][C],1.0
5325,[C][C][Branch1][C][C][N][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][C][N][Branch2][Ring1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][=C][C][=C][Ring1][O][NH1][Ring1][=C][C][C][Ring2][Ring1][=Branch1],0.0
1108,[O][=C][Branch2][Ring1][Ring2][/C][=C][/C][=C][/C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1],1.0
331,[C][C][C][Branch1][C][C][C@H1][O][C@][Branch1][#Branch1][C][=C][C@@H1][Ring1][=Branch1][C][C][C@@H1][C][C@@H1][Branch2][#Branch1][N][C][C][=C][Branch1][C][C][C@@H1][Branch2][Ring2][=N][O][C@H1][C][C@H1][Branch1][Ring1][O][C][C@@H1][Branch2][Ring1][=Branch2][O][C@H1][C][C@H1][Branch1][Ring1][O][C][C@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C@H1][Branch1][C][C][O][Ring1][=N][C@H1][Branch1][C][C][O][Ring2][Ring1][#Branch1][C@@H1][Branch1][C][C][C][=C][C][=C][C][O][C@@H1][C@H1][Branch1][C][O][C][Branch1][C][C][=C][C@@H1][Branch1][=Branch2][C][=Branch1][C][=O][O][Ring2][Branch1][C][C@][Ring1][=C][Ring1][O][O][O][Ring2][Branch1][O],0.0
7852,[C][C][=C][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][S],1.0
1462,[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][O][N][=C][C][=Ring1][Branch1][C][C@][Ring1][=Branch2][Branch1][C][C][C@H1][Ring1][=C][C][C][C@@][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C],1.0
1097,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][N][C][C][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][Ring1][=Branch2][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][N][C@H1][Ring2][Ring1][S][C][=Branch1][C][=O][O],1.0
7600,[C][O][C][C][=C][Branch1][O][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=Ring1][#C],1.0
5668,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O].[O][C][C][N][Branch1][Ring2][C][C][O][C][C][O],0.0
4771,[C][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=C][Ring1][Branch2][C][O][C][Branch1][C][N][=O],0.0
4431,[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring1][=C],1.0
7146,[C][C][C][C][C][C][C][O],0.0
6761,[C][C][O][C][=Branch1][C][=O][O][C][=Ring1][=Branch1][C][N][C][C][N][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Ring1][=N][C][Branch1][C][C][S][Ring1][Branch1][C][C][Ring2][Ring1][Branch2],1.0
4734,[O][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][Ring1][P],0.0
1633,[C][C][=N][N][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][/C][Ring1][=C][=N][/N][C][=C][C][=C][C][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][=C][Ring1][#C][O],0.0
3076,[O][=N+1][Branch1][C][O-1][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
1398,[C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#C][O][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][S],1.0
1708,[C][C@][C][C][C@@H1][C@H1][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@@H1][Ring1][#C][C][C][C@@H1][Ring2][Ring1][C][O],1.0
7974,[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],1.0
3697,[C][=C][C@H1][C][C][C@@H1][C@H1][Ring1][Branch1][C][Branch1][C][C][Branch1][C][C][C][C][C][C@][Ring1][=N][Ring1][=Branch2][C],0.0
6108,[C][C][=C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][N][=O],1.0
7022,[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#C][=O],0.0
1942,[N][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2],1.0
6760,[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][Ring1][=Branch2][=C][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],0.0
4066,[N][#C][C][Cl],1.0
791,[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][S][C][C],1.0
6749,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C][Branch1][C][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][/C][Ring1][#Branch2][=C][/C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1.0
4987,[C][O][S][Branch1][C][C][=Branch1][C][=O][=O],0.0
266,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1][C].[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][Branch1][C][F][Branch1][C][F][F],1.0
7978,[O][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1.0
941,[O][=S][=Branch1][C][=O][Branch1][=C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
7376,[C][C][N][C][C][O][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
7459,[C][O][C][=C][C][=N][C][Branch2][Ring1][=Branch1][N][C][C][N][Branch1][N][C][=Branch1][C][=O][C][C][C][C][O][Ring1][Branch1][C][C][Ring1][=N][=N][C][Branch1][C][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][O][C],0.0
596,[C][N][C][=Branch1][C][=O][C][C@@H1][Branch1][C][N][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][P][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][S][C@H1][Ring1][=N][Ring1][#Branch2][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0.0
1546,[N][C][=C][C][=C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][S],0.0
6256,[C][C][C][C][C][=C][C][=C][NH1][C][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][=N][C][Ring1][#Branch2][=C][Ring1][=C],1.0
5530,[C][C][=C][C][=C][C][=N+1][Ring1][=Branch1][O-1],0.0
5132,[C][C][C][C][O][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][S],1.0
887,[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
6520,[N][C][=N][C][=N][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][Ring1][=C],1.0
323,[C][C][Branch1][C][O][C][N],0.0
4766,[C][C][=C][NH1][C][=N][Ring1][Branch1],0.0
1533,[C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@@][Ring1][S][Ring2][Ring1][Ring2][C],1.0
4829,[O][=S][=Branch1][C][=O][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0.0
7845,[O][=C][=N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],0.0
4079,[N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],0.0
3403,[O][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][Ring1][=N],1.0
5630,[C][C][=Branch1][C][=O][C@H1][C][C][C@H1][C@@H1][C][C][C@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C],1.0
6683,[Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0.0
1243,[C][C][N][C][=Branch1][C][=S][N][C][C],1.0
965,[Cl][C][=C][Cl],0.0
730,[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][C][C][Ring1][=Branch1],0.0
48,[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],1.0
1542,[O][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O],1.0
1811,[C][=C][C][C][C][C][C][C][C][C],0.0
5637,[C][C][C][C][=C][C][=Branch1][C][=O][NH1][C][=Branch1][C][=S][NH1][Ring1][Branch2],1.0
5881,[O][=N][N][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
787,[C][/C][=C][Branch1][P][C][=Branch1][Ring1][=C][/C][/C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][\C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1.0
4332,[C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][C],1.0
5364,[C][C][C][C][=Branch1][C][=O][O][C],0.0
5732,[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][C][C][C],1.0
778,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],1.0
7015,[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][Cl],0.0
3390,[C][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring1][O][=O],1.0
4884,[O][=C][Branch1][C][O-1][C@H1][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][Ring1][=Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1].[O][=C][Branch1][C][O-1][C@H1][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][Ring1][=Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
6330,[C][C][C][C][C][C][Branch1][Ring1][C][=O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
6586,[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][S][C][=C][C][=Ring1][Branch1][C][Ring1][=Branch2],1.0
711,[C][C][C][C][C][C][C@@H1][Branch1][C][O][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][O][C][O],0.0
20,[C][C][O][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][=C][N][=C][Ring1][=C][Ring1][=Branch1],1.0
1222,[C][N][C][C][N][Branch2][Ring1][=Branch2][C][=N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch1],0.0
2408,[C][C][C][C][C][=Branch1][C][=O][C][Ring1][=Branch1][=O],0.0
6559,[C][N][Branch1][C][C][C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],1.0
4070,[C][=C][C][C][C][=C][Branch1][C][C][C][C][C@@H1][C@@H1][Ring1][#Branch2][C][C][Ring1][Ring2][Branch1][C][C][C],0.0
6280,[C][C][N][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][C][Ring1][P][=O],0.0
2057,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=C][C][=C][N][=C][Branch1][=Branch1][N][Branch1][C][C][C][S][C][Ring1][Branch2][=C][Ring1][N],1.0
6553,[C][O][C][=C][C][=C][C][=C][Branch1][Branch2][C][C][C][Branch1][C][C][=O][C][=C][C][Ring1][O][=C][Ring1][#C],1.0
7993,[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][Branch1][#Branch2][C][C][C][=Branch1][C][=O][C][Ring1][#Branch1][C@H1][Ring1][O][C][C][C@@][Ring1][#C][Ring2][Ring1][Ring1][C],1.0
3700,[C][O][C][=Branch1][C][=O][N][C][=N][C][=C][C][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][=C][C][=C][Ring1][=N][NH1][Ring1][S],0.0
3625,[O][=C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][Br],1.0
146,[C][C][O][C][=Branch1][C][=O][C][O][C][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
3731,[C][O],0.0
5949,[O][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][C][O],1.0
3201,[O][=C][Branch1][Ring1][C][S][N][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
2366,[C][#C][C@][Branch1][C][O][C][=C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@H1][Ring1][#Branch1][C@H1][Ring1][O][C][C][C@@][Ring1][#C][Ring2][Ring1][Ring1][C][C],1.0
134,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][O],1.0
3633,[C][C][C][C][N][C][=C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][=N][C][=C][Ring1][N][C][=N][N][Ring1][Branch1][C][C],0.0
7439,[O][=C][Branch1][Ring1][C][Cl][C][Branch1][C][Cl][Cl],1.0
5965,[C][C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[O][=S][=Branch1][C][=O][Branch1][P][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F],0.0
245,[C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][S][C][C][C@@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][O],1.0
2679,[O][C][=C][C][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],1.0
7877,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][C][N][Branch2][Ring2][#Branch2][C][C][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][O][Ring2][Ring1][=Branch1][C][C][Ring2][Ring2][Ring2],0.0
7936,[C][C][C][Branch1][C][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][N][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][C],0.0
2209,[O][=C][Branch1][C][O][C][C][Branch1][C][O][C][=Branch1][C][=O][O],0.0
395,[C][NH1+1][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=NH1+1][Ring1][=Branch1],1.0
566,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][C][C][C][Ring1][#Branch1][=O][C][Branch1][C][Cl][=C][Ring1][P][C][O][C][C][Branch1][C][F][Branch1][C][F][F],0.0
6414,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],1.0
1575,[C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][=N][Ring1][S],0.0
5304,[O][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Cl][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][N][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][Ring1][=Branch2],0.0
2161,[C][C][N][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C],0.0
6945,[C][C][Branch1][C][C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C],0.0
4187,[Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][C][C][O][C][Ring1][Ring1][C][Branch1][C][Cl][C][Ring1][#Branch1][C][Ring1][=N][Branch1][C][Cl][C][Ring1][N][Branch1][C][Cl][Cl],0.0
611,[C][C][=C][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][C][Branch1][C][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][P],1.0
6667,[C][C][=C][C][=C][Branch1][Ring2][N][=C][=O][C][=C][Ring1][=Branch2][N][=C][=O],1.0
2863,[N][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1],0.0
215,[C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=Branch1][C][=O][C][C][C][C][Ring1][#Branch1][C][Ring1][Branch1][Branch1][C][C][C][C][=C][Ring1][P],0.0
4249,[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][O][C@H1][O][C][C@H1][Branch1][C][O][C@H1][Ring1][=Branch1][O],0.0
593,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][Ring1][N],0.0
2111,[O][=C][Branch2][Ring1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][/C][=C][/C][=C][C][=C][S][Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Br],1.0
1495,[C][C][N][C][C][N][Ring1][=Branch1],0.0
7277,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N],0.0
3520,[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@H1][Ring1][#Branch1][C@H1][Ring1][O][C][=Branch1][C][=C][C][C@@][Ring1][S][Ring2][Ring1][Ring2][C][C],1.0
7967,[C][#C][C][N][Branch1][C][C][C@H1][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
7375,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O].[C][=C][C][=C][Branch2][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][C][=N][C][C][N][Ring1][Branch1][C][=C][Ring2][Ring1][Ring2],1.0
4057,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][C][Branch1][Branch2][N][Branch1][Ring1][C][C][C][C][=C][C][Ring1][O][=O+1][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N],0.0
1266,[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=C][C][=C][Branch1][Ring1][C][O][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][P][=Ring1][O],0.0
5166,[C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][C],0.0
5105,[C][C@][C][/C][=Branch1][Ring1][=C][/O][C][=Branch1][C][=O][C][C@@H1][Ring1][=Branch2][C][C][C@@H1][C@@H1][Ring1][=N][C][C][C@@][Branch1][C][C][C@H1][Ring1][#Branch1][C][C][C@][Ring1][=Branch1][Branch1][C][C][O],1.0
3673,[C][C][Branch1][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][S],0.0
1585,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][O],1.0
4879,[C][O][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][/C][Branch1][C][Br][=C][\C][=Branch1][C][=O][O][C][=C][Ring1][=C],0.0
2924,[O][=C][Branch1][C][O][C][C][C][/C][=C][\C][C@H1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch1][/C][=C][/C@@H1][Branch1][C][O][C][O][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],1.0
6858,[N][C][=N][N][=N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
105,[C][C][C][O][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C][Cl][O][Ring2][Ring1][#Branch2],0.0
858,[C][C][C][C][C][C][C][C][C][C][C][C][C][Br],0.0
2552,[F][C][Branch1][C][F][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][Cl][Cl],0.0
6663,[C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],1.0
6609,[C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C],0.0
6412,[O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O],1.0
7257,[O][C][C][O][C][C][N][C][C][N][Branch2][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch1].[O][C][C][O][C][C][N][C][C][N][Branch2][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch1],1.0
129,[C][C@][C][C][C@H1][C@@H1][Branch2][Ring1][Branch2][C][C][C@@][O][C@@H1][Ring1][Ring1][C][Branch1][C][O][=C][Branch1][Ring1][C][#N][C][C@][Ring1][=C][Ring1][#Branch2][C][C@@H1][Ring2][Ring1][Ring1][C][C][C@@H1][Ring2][Ring1][=Branch1][O],1.0
6043,[N][C][=C][C][=C][C][=C][C][=C][C][Branch1][C][N][=C][C][Ring1][#Branch1][=N][C][Ring1][O][=C][Ring1][#C].[N][C][=C][C][=C][C][=C][C][=C][C][Branch1][C][N][=C][C][Ring1][#Branch1][=N][C][Ring1][O][=C][Ring1][#C],1.0
4897,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O],0.0
3657,[O][C][C][#C][C][O],0.0
3253,[C][N][C][C][C][Branch2][Ring1][=Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C][Ring2][Ring1][Ring2],0.0
7613,[C][C][N+1][Branch2][Ring1][=C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring2][Ring1][=Branch2],1.0
1776,[C][C][=C][Branch1][=C][N][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][Ring1][C],1.0
4820,[C][N][Branch1][Ring1][N][=O][C][Branch1][C][N][=O],0.0
