text,labels
[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1
[O][=C][Branch1][C][O][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
[C][=C][C][=C][Branch2][Ring1][Ring2][Bi][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1],1
[C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],1
[O][=S][=Branch1][C][=O][Branch1][C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],0
[O][=C][Branch1][C][O][C][S][C][C][=Branch1][C][=O][N][C][C][C][S][C][Ring1][Branch1][=O],0
[C][C@][C][C][C@H1][C][=Branch1][S][=C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][Ring1][O][C@@H1][Ring1][#C][C][C][C][Ring2][Ring1][C][=O],1
[C][C][=C][Branch1][C][C][N][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C][C][=C][Ring2][Ring1][#Branch1][Ring1][=C],0
[C][C][Branch1][C][C][C][C@H1][Branch2][Ring1][O][N][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=Branch1][C][=O][O],1
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],1
[C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][O][C@H1][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C],1
[C][C][=Branch1][C][=O][O][C][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][=O],1
[O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],1
[C][C][C][C][C][O][C][=C][C][=C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][O][C][=Ring1][=C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][S][O][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C][C][C][C][=C][Ring2][Ring1][Ring1],0
[Cl][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],1
[C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][S][C][C][C][=Branch1][C][=O][O][Ring2][Ring1][Branch1],1
[O][=C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1
[C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][C@H1][C][C@@H1][S][C@@H1][Ring1][Ring1][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][S][C][C][C@@H1][Ring2][Ring1][Ring1][O],1
[C][C][Branch1][C][C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1
[C][C@@H1][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@][Ring2][Ring1][C][Branch1][C][C][C@@][Ring2][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1],1
[O][=C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C@H1][Branch2][Ring1][Ring2][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C][=C][C][Branch1][Ring1][C][O][=C][C][Branch1][C][O][=C][Ring1][=Branch2][Ring2][Ring1][=N],1
[C][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],0
[C][N][C@H1][C][C][C@@H1][Ring1][Branch1][C][C@H1][Branch2][Ring1][Branch1][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Branch1],0
[C][C][=C][Branch2][Ring2][P][/C][=C][/C][Branch1][C][C][=C][/C][=C][/C][Branch1][C][C][=C][/C][=C][\C][=C][Branch1][C][C][\C][=C][\C][=C][Branch1][C][C][\C][=C][\C][=C][Branch1][C][C][C][=Branch1][C][=O][C][C][C][Ring1][Branch2][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring2][Ring2][Branch2][=O],1
[O][=C][NH1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][S][N][Branch1][#Branch2][C][P][=Branch1][C][=O][Branch1][C][O][O][C][Ring2][Ring1][=Branch2][=O],0
[C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][O][C][=N][S][N][=C][Ring1][Branch1][N][C][C][O][C][C][Ring1][=Branch1],0
[C][C][=C][C][=C][Branch1][C][O][C][Branch1][=C][N][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][=C][Ring1][S],1
[C][C][Branch1][C][C][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring1][O][=O],1
[N][C][=Branch1][C][=O][C][Branch1][C][Cl][Branch1][C][Cl][Cl],1
[N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][N][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O],0
[C][C][C][C][C][C][O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],1
[F][B][Branch1][C][F][F],0
[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C@@][N][=C][Branch1][C][C][O][C@@H1][Ring1][=Branch1][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C@@H1][Branch1][C][O][C][C@@][Ring1][P][Ring2][Ring1][Branch2][C],1
[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C],0
[C][C][C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1][C],0
[C][/C][=Branch2][Branch1][#Branch1][=C][Branch1][=N][\C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C][S][S][/C][Branch1][=N][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C][=C][Branch1][C][/C][N][Branch1][Ring1][C][=O][C][C][=C][N][=C][Branch1][C][C][N][=C][Ring1][#Branch1][N][N][Branch1][Ring1][C][=O][C][C][=C][N][=C][Branch1][C][C][N][=C][Ring1][#Branch1][N],0
[C][O][C][C][C][C][C][C][C][C][O][C][C][C][Si][Branch1][C][C][Branch1][#Branch2][O][Si][Branch1][C][C][Branch1][C][C][C][O][Si][Branch1][C][C][Branch1][C][C][C],0
[C][C][=C][C][=C][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][S][C][Ring1][N][=C][Ring1][S][S][=Branch1][C][=O][=Branch1][C][=O][O],1
[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2],0
[C][N][C][=Branch1][C][=O][O][N][=C][Branch1][Ring1][S][C][C][=Branch1][C][=O][N][Branch1][C][C][C],1
[C][N][Branch2][Ring1][=Branch1][C][C][=C][N][=C][N][=C][Branch1][C][N][N][=C][Branch1][C][N][C][Ring1][Branch2][=N][Ring1][N][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][C],0
[O][=C][O][AlH3][Branch1][Ring2][O][C][=O][O][C][=O],0
[C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][C][Branch1][C][C][C],0
[C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1],0
[O][=C][C][Branch1][C][O][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring2][Ring1][Branch1][Ring1][Branch2],1
[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@@][Ring1][S][Ring2][Ring1][Ring2][C],1
[C][C][Branch1][C][C][N][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][C][N][Branch2][Ring1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][=C][C][=C][Ring1][O][NH1][Ring1][=C][C][C][Ring2][Ring1][=Branch1],0
[O][=C][Branch2][Ring1][Ring2][/C][=C][/C][=C][/C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1],1
[C][C][C][Branch1][C][C][C@H1][O][C@][Branch1][#Branch1][C][=C][C@@H1][Ring1][=Branch1][C][C][C@@H1][C][C@@H1][Branch2][#Branch1][N][C][C][=C][Branch1][C][C][C@@H1][Branch2][Ring2][=N][O][C@H1][C][C@H1][Branch1][Ring1][O][C][C@@H1][Branch2][Ring1][=Branch2][O][C@H1][C][C@H1][Branch1][Ring1][O][C][C@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C@H1][Branch1][C][C][O][Ring1][=N][C@H1][Branch1][C][C][O][Ring2][Ring1][#Branch1][C@@H1][Branch1][C][C][C][=C][C][=C][C][O][C@@H1][C@H1][Branch1][C][O][C][Branch1][C][C][=C][C@@H1][Branch1][=Branch2][C][=Branch1][C][=O][O][Ring2][Branch1][C][C@][Ring1][=C][Ring1][O][O][O][Ring2][Branch1][O],0
[C][C][=C][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][S],1
[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][O][N][=C][C][=Ring1][Branch1][C][C@][Ring1][=Branch2][Branch1][C][C][C@H1][Ring1][=C][C][C][C@@][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C],1
[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][N][C][C][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][Ring1][=Branch2][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][N][C@H1][Ring2][Ring1][S][C][=Branch1][C][=O][O],1
[C][O][C][C][=C][Branch1][O][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=Ring1][#C],1
[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O].[O][C][C][N][Branch1][Ring2][C][C][O][C][C][O],0
[C][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=C][Ring1][Branch2][C][O][C][Branch1][C][N][=O],0
[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring1][=C],1
[C][C][C][C][C][C][C][O],0
[C][C][O][C][=Branch1][C][=O][O][C][=Ring1][=Branch1][C][N][C][C][N][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Ring1][=N][C][Branch1][C][C][S][Ring1][Branch1][C][C][Ring2][Ring1][Branch2],1
[O][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][Ring1][P],0
[C][C][=N][N][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][/C][Ring1][=C][=N][/N][C][=C][C][=C][C][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][=C][Ring1][#C][O],0
[O][=N+1][Branch1][C][O-1][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#C][O][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][S],1
[C][C@][C][C][C@@H1][C@H1][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@@H1][Ring1][#C][C][C][C@@H1][Ring2][Ring1][C][O],1
[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],1
[C][=C][C@H1][C][C][C@@H1][C@H1][Ring1][Branch1][C][Branch1][C][C][Branch1][C][C][C][C][C][C@][Ring1][=N][Ring1][=Branch2][C],0
[C][C][=C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][N][=O],1
[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#C][=O],0
[N][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2],1
[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][Ring1][=Branch2][=C][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],0
[N][#C][C][Cl],1
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][S][C][C],1
[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C][Branch1][C][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][/C][Ring1][#Branch2][=C][/C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1
[C][O][S][Branch1][C][C][=Branch1][C][=O][=O],0
[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1][C].[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][Branch1][C][F][Branch1][C][F][F],1
[O][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1
[O][=S][=Branch1][C][=O][Branch1][=C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][C][N][C][C][O][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][O][C][=C][C][=N][C][Branch2][Ring1][=Branch1][N][C][C][N][Branch1][N][C][=Branch1][C][=O][C][C][C][C][O][Ring1][Branch1][C][C][Ring1][=N][=N][C][Branch1][C][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][O][C],0
[C][N][C][=Branch1][C][=O][C][C@@H1][Branch1][C][N][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][P][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][S][C@H1][Ring1][=N][Ring1][#Branch2][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0
[N][C][=C][C][=C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][S],0
[C][C][C][C][C][=C][C][=C][NH1][C][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][=N][C][Ring1][#Branch2][=C][Ring1][=C],1
[C][C][=C][C][=C][C][=N+1][Ring1][=Branch1][O-1],0
[C][C][C][C][O][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][S],1
[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[N][C][=N][C][=N][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][Ring1][=C],1
[C][C][Branch1][C][O][C][N],0
[C][C][=C][NH1][C][=N][Ring1][Branch1],0
[C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@@][Ring1][S][Ring2][Ring1][Ring2][C],1
[O][=S][=Branch1][C][=O][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
[O][=C][=N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],0
[N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],0
[O][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][Ring1][=N],1
[C][C][=Branch1][C][=O][C@H1][C][C][C@H1][C@@H1][C][C][C@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C],1
[Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0
[C][C][N][C][=Branch1][C][=S][N][C][C],1
[Cl][C][=C][Cl],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][C][C][Ring1][=Branch1],0
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],1
[O][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O],1
[C][=C][C][C][C][C][C][C][C][C],0
[C][C][C][C][=C][C][=Branch1][C][=O][NH1][C][=Branch1][C][=S][NH1][Ring1][Branch2],1
[O][=N][N][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][/C][=C][Branch1][P][C][=Branch1][Ring1][=C][/C][/C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][\C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1
[C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][C],1
[C][C][C][C][=Branch1][C][=O][O][C],0
[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][C][C][C],1
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],1
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][Cl],0
[C][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring1][O][=O],1
[O][=C][Branch1][C][O-1][C@H1][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][Ring1][=Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1].[O][=C][Branch1][C][O-1][C@H1][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][Ring1][=Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][C][C][C][C][C][Branch1][Ring1][C][=O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][S][C][=C][C][=Ring1][Branch1][C][Ring1][=Branch2],1
[C][C][C][C][C][C][C@@H1][Branch1][C][O][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][O][C][O],0
[C][C][O][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][=C][N][=C][Ring1][=C][Ring1][=Branch1],1
[C][N][C][C][N][Branch2][Ring1][=Branch2][C][=N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch1],0
[C][C][C][C][C][=Branch1][C][=O][C][Ring1][=Branch1][=O],0
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],1
[C][=C][C][C][C][=C][Branch1][C][C][C][C][C@@H1][C@@H1][Ring1][#Branch2][C][C][Ring1][Ring2][Branch1][C][C][C],0
[C][C][N][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][C][Ring1][P][=O],0
[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=C][C][=C][N][=C][Branch1][=Branch1][N][Branch1][C][C][C][S][C][Ring1][Branch2][=C][Ring1][N],1
[C][O][C][=C][C][=C][C][=C][Branch1][Branch2][C][C][C][Branch1][C][C][=O][C][=C][C][Ring1][O][=C][Ring1][#C],1
[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][Branch1][#Branch2][C][C][C][=Branch1][C][=O][C][Ring1][#Branch1][C@H1][Ring1][O][C][C][C@@][Ring1][#C][Ring2][Ring1][Ring1][C],1
[C][O][C][=Branch1][C][=O][N][C][=N][C][=C][C][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][=C][C][=C][Ring1][=N][NH1][Ring1][S],0
[O][=C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][Br],1
[C][C][O][C][=Branch1][C][=O][C][O][C][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][O],0
[O][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][C][O],1
[O][=C][Branch1][Ring1][C][S][N][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][#C][C@][Branch1][C][O][C][=C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@H1][Ring1][#Branch1][C@H1][Ring1][O][C][C][C@@][Ring1][#C][Ring2][Ring1][Ring1][C][C],1
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][O],1
[C][C][C][C][N][C][=C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][=N][C][=C][Ring1][N][C][=N][N][Ring1][Branch1][C][C],0
[O][=C][Branch1][Ring1][C][Cl][C][Branch1][C][Cl][Cl],1
[C][C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[O][=S][=Branch1][C][=O][Branch1][P][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F],0
[C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][S][C][C][C@@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][O],1
[O][C][=C][C][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],1
[C][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][C][N][Branch2][Ring2][#Branch2][C][C][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][O][Ring2][Ring1][=Branch1][C][C][Ring2][Ring2][Ring2],0
[C][C][C][Branch1][C][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][N][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][C],0
[O][=C][Branch1][C][O][C][C][Branch1][C][O][C][=Branch1][C][=O][O],0
[C][NH1+1][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=NH1+1][Ring1][=Branch1],1
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][C][C][C][Ring1][#Branch1][=O][C][Branch1][C][Cl][=C][Ring1][P][C][O][C][C][Branch1][C][F][Branch1][C][F][F],0
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],1
[C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][=N][Ring1][S],0
[O][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Cl][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][N][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][Ring1][=Branch2],0
[C][C][N][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C],0
[C][C][Branch1][C][C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C],0
